name,age,gender,state,income_bracket,education_level,occupation_sector,religion,primary_cause,donation_frequency,avg_gift_usd,lifetime_donation_usd,last_gift_date,recurring_donor,preferred_channel,event_attendance_cnt,volunteer_hours_yr,email_engagement,communication_pref,employer_matching
常淑珍,28,Female,MI,50-100k,College,Tech,Catholic,Healthcare,Monthly,400.0,28800.0,2024-06-18,True,Email,2,0,0.137,Email,False
练桂香,38,Male,MI,50-100k,College,Other,Christian,Other,Monthly,163.17,1958.04,2023-01-11,False,Email,0,63,0.053,Email,False
梁帅,28,Male,NC,100-250k,Graduate,Other,Other,Healthcare,Sporadic,470.18,2821.08,2023-08-18,False,Email,1,0,0.384,Email,False
曹桂芝,39,Male,Other,50-100k,College,Other,None,Other,Sporadic,264.38,1321.9,2024-12-10,False,Email,1,0,0.63,Email,False
Justin Reed,38,Male,FL,<50k,Graduate,Other,Christian,Other,Yearly,70.78,495.46,2022-09-26,False,DirectMail,0,10,0.009,DirectMail,False
Michael Watkins,31,Male,OH,100-250k,College,Other,Catholic,PovertyRelief,Sporadic,694.85,5558.8,2023-02-22,False,SMS,0,22,0.261,SMS,False
John Lopez,23,Male,GA,100-250k,Graduate,Public,None,Education,Sporadic,493.17,493.17,2024-04-04,False,Phone,0,0,0.015,Phone,False
孙荣,21,Male,CA,50-100k,Graduate,Tech,None,Environment,Yearly,400.0,2800.0,2022-09-17,False,SMS,1,0,0.218,SMS,False
John Coleman,46,Male,FL,100-250k,Graduate,Public,Christian,Education,Yearly,641.73,3208.65,2024-08-22,False,Email,0,0,0.505,Email,False
何帅,35,Male,Other,<50k,College,Other,Christian,Environment,Sporadic,74.66,447.96,2024-08-13,False,DirectMail,0,16,0.079,DirectMail,False
杨芳,46,Female,Other,50-100k,Graduate,Other,Christian,Healthcare,Monthly,118.03,2832.72,2023-12-13,True,Email,2,1,0.526,Email,False
Andrea Williamson,45,Female,MI,>250k,College,Public,Christian,Education,Quarterly,1168.78,28050.72,2022-08-29,True,Email,0,0,0.89,Email,True
Stephanie Mullins,54,Female,CA,50-100k,HighSchool,Other,Christian,ChildDevelopment,Yearly,263.62,527.24,2023-01-27,False,Email,0,0,0.317,Email,False
何磊,33,Male,OH,50-100k,College,Other,Other,Environment,Monthly,250.99,3011.88,2023-10-05,True,DirectMail,2,0,0.476,DirectMail,False
Melanie Medina,52,Female,TX,100-250k,Graduate,Other,Other,Environment,Sporadic,751.92,7519.2,2024-10-27,True,DirectMail,0,2,0.491,DirectMail,False
张建国,73,Male,GA,100-250k,Graduate,Other,Muslim,Other,Sporadic,841.73,15151.14,2025-02-16,True,Email,2,0,0.109,Email,False
萧岩,40,Female,NY,<50k,College,Healthcare,Christian,PovertyRelief,Monthly,53.34,1280.16,2024-03-27,True,Email,1,0,0.178,Email,False
颜斌,30,Female,Other,50-100k,College,Education,Christian,Education,Monthly,221.3,23900.4,2025-04-07,True,DirectMail,2,0,0.384,DirectMail,False
范丹丹,49,Male,NY,50-100k,Graduate,Other,None,Environment,Sporadic,400.0,2000.0,2025-05-11,False,DirectMail,1,16,0.418,DirectMail,False
Alicia Reed,38,Female,Other,>250k,Graduate,Other,Christian,PovertyRelief,Sporadic,1229.37,1229.37,2024-11-29,False,Email,0,0,0.271,Email,False
王军,40,Male,CA,50-100k,Graduate,Other,Catholic,Environment,Monthly,196.32,7067.52,2024-07-26,False,Email,1,0,0.16,Email,False
Kelly Frederick Jr.,50,Male,NC,>250k,HighSchool,Finance,Catholic,ChildDevelopment,Monthly,1566.07,112757.04,2022-12-17,True,SMS,1,0,0.184,SMS,False
Adam Vasquez,39,Male,Other,50-100k,College,Other,Christian,Healthcare,Sporadic,128.57,1799.98,2024-12-18,False,Email,3,0,0.403,Email,False
Madison Gilmore,25,Female,Other,<50k,HighSchool,Tech,Christian,Education,Sporadic,83.21,166.42,2022-09-27,True,SMS,2,14,0.451,SMS,False
刘晶,21,Male,PA,<50k,Graduate,Tech,Christian,Environment,Quarterly,46.17,369.36,2025-01-10,False,SMS,1,0,0.133,SMS,False
Cindy Williams,45,Female,CA,100-250k,College,Other,None,ChildDevelopment,Quarterly,702.35,25284.6,2024-09-21,True,SMS,0,0,0.673,SMS,False
Ryan Jones,19,Male,Other,100-250k,HighSchool,Other,Christian,PovertyRelief,Monthly,621.0,44712.0,2023-08-03,False,Email,2,0,0.096,Email,False
Richard Jackson,57,Male,Other,<50k,Graduate,Other,Catholic,AnimalWelfare,Sporadic,100.12,1201.44,2023-08-15,False,Email,1,0,0.258,Email,False
谭梅,42,Male,Other,>250k,Graduate,Healthcare,None,Environment,Yearly,876.15,4380.75,2024-06-04,False,Email,0,0,0.619,Email,False
William Davis,50,Male,CA,<50k,Graduate,Healthcare,Christian,AnimalWelfare,Sporadic,37.09,445.08,2024-05-03,False,DirectMail,0,0,0.099,DirectMail,False
William Odom,53,Male,CA,<50k,Graduate,Tech,Christian,Healthcare,Yearly,81.38,406.9,2023-07-25,False,Email,0,0,0.039,Email,False
钟建国,57,Female,CA,100-250k,HighSchool,Tech,Christian,ChildDevelopment,Quarterly,405.23,14588.28,2024-01-11,False,DirectMail,2,10,0.348,DirectMail,False
Robert Clark,37,Male,OH,<50k,Graduate,Other,None,Education,Monthly,150.0,12600.0,2022-11-14,True,Email,1,0,0.065,Email,False
Melinda Rogers,24,Female,CA,50-100k,Graduate,Tech,Catholic,Environment,Yearly,232.38,1161.9,2024-07-08,False,Email,1,0,0.168,Email,True
Tasha Johnson,46,Female,TX,<50k,HighSchool,Other,Catholic,Education,Yearly,110.01,220.02,2024-01-25,False,DirectMail,1,0,0.343,DirectMail,False
潘杰,50,Female,PA,50-100k,Graduate,Tech,Catholic,Environment,Sporadic,253.61,1521.66,2022-09-29,False,SMS,3,0,0.367,SMS,False
魏红霞,36,Female,NC,50-100k,HighSchool,Tech,Christian,Environment,Yearly,207.5,1452.5,2024-12-31,False,Email,3,0,0.386,Email,True
Amanda Maynard,21,Female,Other,50-100k,College,Other,Christian,Other,Quarterly,175.99,6335.64,2024-06-03,False,DirectMail,1,0,0.226,DirectMail,False
Shane Ellis,46,Male,Other,<50k,College,Other,Other,Education,Sporadic,84.72,338.88,2022-07-15,False,Email,1,0,0.275,Email,False
Robin Perez,42,Female,TX,50-100k,Graduate,Other,Christian,PovertyRelief,Yearly,314.1,314.1,2024-07-31,False,DirectMail,1,0,0.052,DirectMail,False
胡伟,36,Male,TX,100-250k,College,Other,Other,Other,Monthly,446.26,21420.48,2024-05-12,True,Email,0,0,0.243,Email,False
孙东,41,Male,Other,50-100k,Graduate,Other,Christian,ChildDevelopment,Monthly,311.59,26173.56,2025-06-07,False,SMS,2,0,0.313,SMS,False
Alexandra Bridges,25,Female,Other,100-250k,Graduate,Other,Catholic,Environment,Yearly,405.77,2434.62,2022-08-29,False,DirectMail,0,0,0.346,DirectMail,False
唐波,50,Male,Other,<50k,Graduate,Education,Catholic,Environment,Quarterly,74.99,299.96,2023-09-05,True,Email,0,0,0.148,Email,False
Joe Johnson,61,Male,Other,50-100k,College,Other,Christian,Other,Yearly,345.49,690.98,2023-07-15,True,Email,0,0,0.469,Email,False
莫红,54,Male,FL,100-250k,Graduate,Other,Jewish,ChildDevelopment,Yearly,881.78,2645.34,2022-10-24,True,Email,0,0,0.036,Email,False
Patrick Garrett,74,Male,Other,50-100k,Graduate,Public,None,PovertyRelief,Monthly,276.13,16567.8,2024-04-09,True,SMS,0,0,0.246,SMS,False
Taylor Wagner,52,Female,Other,<50k,Graduate,Other,Christian,AnimalWelfare,Sporadic,113.52,681.12,2024-06-11,True,Email,1,0,0.137,Email,False
Samuel Wallace,49,Male,TX,100-250k,College,Finance,Catholic,Environment,Sporadic,1000.0,3000.0,2025-05-27,True,Email,3,0,0.223,Email,False
Claudia Casey,54,Female,Other,50-100k,HighSchool,Finance,Christian,Other,Quarterly,365.35,10229.8,2023-10-28,True,Email,2,0,0.063,Email,False
Robert Johnson,31,Male,PA,100-250k,HighSchool,Education,None,Environment,Sporadic,348.83,3488.3,2024-10-27,False,SMS,0,0,0.192,SMS,True
Christopher Ruiz,62,Male,Other,>250k,HighSchool,Tech,Christian,Healthcare,Monthly,1109.13,53238.24,2023-01-01,False,SMS,1,0,0.598,SMS,False
Trevor Hensley,23,Male,CA,100-250k,College,Other,Christian,Education,Sporadic,417.23,2086.15,2022-12-17,True,Email,0,96,0.12,Email,False
Manuel Watts,62,Male,Other,100-250k,College,Other,Christian,ChildDevelopment,Monthly,325.7,39084.0,2023-03-06,True,Email,4,0,0.39,Email,False
杨春梅,69,Female,PA,>250k,Graduate,Public,None,ChildDevelopment,Sporadic,1663.28,3326.56,2024-10-04,False,Email,4,0,0.257,Email,False
Jason Harris,34,Male,Other,>250k,Graduate,Other,Christian,Education,Monthly,1668.68,40048.32,2024-08-28,False,DirectMail,1,0,0.313,DirectMail,False
Steven Smith,53,Male,Other,>250k,HighSchool,Public,Christian,Healthcare,Yearly,1239.88,4959.52,2023-12-30,False,DirectMail,0,0,0.207,DirectMail,False
Melissa Smith,70,Other,OH,100-250k,College,Tech,Catholic,AnimalWelfare,Sporadic,632.33,1264.66,2023-07-09,True,DirectMail,3,0,0.044,DirectMail,False
徐志强,62,Female,OH,>250k,Graduate,Other,Christian,Other,Yearly,1169.92,1169.92,2025-05-06,False,Email,1,0,0.025,Email,False
陈秀荣,57,Male,TX,50-100k,Graduate,Education,Christian,Other,Yearly,115.96,463.84,2022-08-31,False,DirectMail,2,0,0.214,DirectMail,False
Meghan Simmons,46,Female,CA,50-100k,Graduate,Other,None,ChildDevelopment,Yearly,130.65,1045.2,2024-10-27,False,SMS,4,0,0.157,SMS,False
Emily Guerra,55,Female,IL,50-100k,Graduate,Finance,Christian,Environment,Monthly,400.0,24000.0,2023-07-11,True,Email,1,8,0.457,Email,True
Christopher Obrien,20,Male,CA,50-100k,HighSchool,Other,Christian,AnimalWelfare,Yearly,129.25,1163.25,2022-09-04,False,Email,0,6,0.09,Email,False
李斌,50,Female,IL,>250k,Graduate,Other,Christian,ChildDevelopment,Sporadic,2927.16,11708.64,2024-12-02,True,Email,1,0,0.478,Email,False
Danielle Gregory,18,Female,CA,<50k,Graduate,Other,None,AnimalWelfare,Sporadic,124.77,2245.86,2022-12-12,False,SMS,2,0,0.302,SMS,False
Vincent Navarro,25,Male,FL,50-100k,College,Other,Christian,Healthcare,Quarterly,400.0,6400.0,2025-05-18,True,Phone,1,12,0.384,Phone,False
Lori Lucero,45,Female,Other,<50k,College,Other,Other,Education,Quarterly,97.7,1954.0,2024-01-29,True,DirectMail,0,0,0.333,DirectMail,False
杨艳,41,Male,TX,50-100k,College,Other,Catholic,Healthcare,Sporadic,266.25,2662.5,2023-07-10,False,SMS,2,0,0.306,SMS,False
Ricardo Glover,33,Male,FL,>250k,College,Other,None,PovertyRelief,Sporadic,1836.93,14695.44,2022-10-29,False,Email,4,0,0.361,Email,False
韩丹,45,Female,Other,<50k,College,Other,None,AnimalWelfare,Yearly,88.12,352.48,2022-11-10,False,Email,2,21,0.307,Email,False
李桂珍,51,Female,Other,100-250k,College,Tech,Christian,Environment,Yearly,244.92,1224.6,2024-12-28,False,Email,0,3,0.17,Email,False
王金凤,39,Female,TX,>250k,College,Healthcare,Catholic,Healthcare,Sporadic,1034.16,10341.6,2024-09-03,False,Phone,0,17,0.239,Phone,False
Mrs. Ashley Hess,33,Female,Other,>250k,Graduate,Tech,Christian,AnimalWelfare,Monthly,965.5,34758.0,2025-06-19,True,Email,0,0,0.207,Email,False
Jennifer Harris,35,Female,CA,>250k,College,Education,Catholic,Healthcare,Sporadic,1209.22,12092.2,2023-11-06,True,DirectMail,4,20,0.305,DirectMail,False
杜坤,42,Male,Other,100-250k,Graduate,Public,Catholic,Education,Sporadic,634.62,5711.58,2022-09-04,False,Email,0,0,0.133,Email,False
Eric Austin,26,Male,CA,50-100k,Graduate,Other,None,Environment,Sporadic,157.78,2208.92,2022-11-04,False,Email,1,0,0.148,Email,False
Gary Walker,57,Male,Other,50-100k,College,Education,Christian,Other,Yearly,222.74,222.74,2025-04-11,False,Phone,1,0,0.276,Phone,False
Keith Jones,34,Male,CA,100-250k,College,Healthcare,Muslim,PovertyRelief,Sporadic,692.52,6925.2,2024-02-27,True,DirectMail,1,0,0.291,DirectMail,False
Carolyn Graves,42,Female,TX,<50k,College,Finance,Christian,ChildDevelopment,Quarterly,150.0,6000.0,2025-06-01,True,Email,1,0,0.144,Email,False
王晨,46,Female,CA,50-100k,Graduate,Healthcare,Jewish,PovertyRelief,Yearly,400.0,800.0,2023-01-26,False,Email,2,0,0.194,Email,False
Thomas Acevedo III,18,Male,Other,<50k,Graduate,Other,Christian,Education,Yearly,52.0,260.0,2022-11-22,False,DirectMail,1,0,0.181,DirectMail,False
毛海燕,61,Other,GA,100-250k,Graduate,Tech,Christian,PovertyRelief,Quarterly,1000.0,4000.0,2025-03-18,True,Email,1,0,0.248,Email,True
王红霞,50,Male,Other,<50k,Graduate,Education,None,ChildDevelopment,Sporadic,77.35,928.2,2024-01-07,False,Email,0,0,0.464,Email,False
夏丽娟,36,Female,Other,>250k,College,Other,None,ChildDevelopment,Sporadic,1505.96,27107.28,2023-05-07,False,SMS,1,0,0.064,SMS,False
陈玲,53,Male,Other,>250k,College,Other,Other,PovertyRelief,Quarterly,1643.08,6572.32,2022-09-20,True,Phone,2,43,0.113,Phone,False
Brenda Ramirez,38,Female,Other,<50k,Graduate,Tech,Catholic,Education,Yearly,63.02,378.12,2024-02-19,False,Email,1,0,0.302,Email,False
Michelle Johnson,47,Female,PA,<50k,HighSchool,Other,Christian,ChildDevelopment,Monthly,150.0,9000.0,2023-08-24,True,Email,0,0,0.237,Email,False
乐雪,25,Female,PA,50-100k,Graduate,Other,None,Education,Sporadic,367.52,1470.08,2024-05-21,False,SMS,3,0,0.078,SMS,False
Rebecca Ramirez,46,Female,NC,<50k,College,Other,None,ChildDevelopment,Sporadic,96.83,774.64,2024-11-14,False,Phone,2,10,0.168,Phone,False
John Garcia,35,Male,Other,<50k,Graduate,Healthcare,Christian,AnimalWelfare,Yearly,81.22,243.66,2024-10-02,False,Email,1,0,0.126,Email,False
都红霞,54,Female,Other,100-250k,College,Other,Christian,Education,Sporadic,513.73,1027.46,2025-03-21,False,Phone,1,0,0.207,Phone,False
马雪梅,34,Male,OH,100-250k,Graduate,Other,Other,Other,Sporadic,458.93,1376.79,2025-01-26,True,Email,3,70,0.248,Email,False
张帅,51,Female,NY,>250k,College,Finance,None,Healthcare,Sporadic,1593.19,31863.8,2023-12-17,False,Email,3,0,0.349,Email,False
Jennifer Wise,45,Female,NY,50-100k,College,Tech,Other,Education,Monthly,124.15,14898.0,2024-01-01,True,SMS,1,0,0.134,SMS,False
冯红梅,43,Female,Other,<50k,Graduate,Other,None,PovertyRelief,Monthly,56.17,6066.36,2023-09-11,False,Email,0,0,0.41,Email,False
April Murphy,51,Female,IL,100-250k,College,Tech,Other,Education,Monthly,597.89,50222.76,2025-01-13,True,SMS,1,0,0.163,SMS,False
Victoria Evans,53,Female,Other,100-250k,College,Public,Jewish,ChildDevelopment,Yearly,377.39,377.39,2024-07-19,False,Email,1,0,0.196,Email,False
詹波,32,Female,NY,50-100k,Graduate,Finance,Catholic,ChildDevelopment,Sporadic,309.29,618.58,2022-12-05,False,Email,1,19,0.168,Email,False
朱浩,30,Other,GA,>250k,HighSchool,Other,Christian,Healthcare,Sporadic,1628.51,3257.02,2023-12-21,False,Email,0,0,0.197,Email,False
卢玉珍,48,Female,Other,50-100k,College,Tech,None,Education,Quarterly,400.0,8000.0,2023-12-26,False,Email,0,0,0.276,Email,True
Amy Reed,68,Female,TX,>250k,HighSchool,Healthcare,None,Environment,Yearly,1799.45,1799.45,2022-11-08,False,DirectMail,2,0,0.271,DirectMail,False
Caleb Valdez,25,Male,FL,<50k,College,Healthcare,Christian,Healthcare,Sporadic,109.14,1309.68,2024-09-10,False,Email,2,0,0.442,Email,False
王雪梅,67,Male,Other,100-250k,Graduate,Education,Catholic,PovertyRelief,Sporadic,516.4,4647.6,2023-05-27,False,Email,0,0,0.15,Email,False
Lisa Larson,30,Female,CA,<50k,Graduate,Healthcare,Christian,PovertyRelief,Sporadic,92.21,92.21,2025-01-17,False,Email,2,0,0.407,Email,True
范艳,61,Female,CA,100-250k,College,Public,None,PovertyRelief,Quarterly,634.44,20302.08,2023-12-03,True,DirectMail,1,0,0.267,DirectMail,False
Robert Lawrence,52,Male,CA,100-250k,Graduate,Healthcare,None,Healthcare,Sporadic,416.84,1667.36,2023-10-25,False,Phone,1,0,0.15,Phone,False
